등급,어휘,품사,어종,원어,의미,日本語訳,定義,外来語_カタカナ候補,外来語_原語候補,品質フラグ,tags
1등급,가위,명사,고유어,,"「1」옷감, 종이, 머리털 따위를 자르는 기구. 날이 있는 두 개의 쇠를 교차시켜 가운데 사북을 박고, 지레의 원리를 이용하여 다리를 벌렸다 오므렸다 하여 자른다.
「2」가위바위보에서, 집게손가락과 가운뎃손가락 또는 엄지손가락을 벌려 내미는 동작. 또는 그런 손.",,"「1」옷감, 종이, 머리털 따위를 자르는 기구. 날이 있는 두 개의 쇠를 교차시켜 가운데 사북을 박고, 지레의 원리를 이용하여 다리를 벌렸다 오므렸다 하여 자른다.
「2」가위바위보에서, 집게손가락과 가운뎃손가락 또는 엄지손가락을 벌려 내미는 동작. 또는 그런 손.",,,multi_gloss|native_manual_review|needs_manual_review,source:level1 grade:1 type:native risk:multi_gloss risk:native_manual_review risk:needs_manual_review
1등급,가장,부사,고유어,,여럿 가운데 어느 것보다 정도가 높거나 세게.,,여럿 가운데 어느 것보다 정도가 높거나 세게.,,,native_manual_review|needs_manual_review,source:level1 grade:1 type:native risk:native_manual_review risk:needs_manual_review
1등급,가져가다,동사,고유어,,"「1」무엇을 한 지점에서 다른 지점으로 옮겨 가다.
「2」어떤 결과나 상태로 끌고 가다.",,"「1」무엇을 한 지점에서 다른 지점으로 옮겨 가다.
「2」어떤 결과나 상태로 끌고 가다.",,,multi_gloss|native_manual_review|needs_manual_review,source:level1 grade:1 type:native risk:multi_gloss risk:native_manual_review risk:needs_manual_review
1등급,가져다주다,동사,고유어,,"「1」무엇을 옮겨다가 가지게 하다.
「2」어떤 상태나 결과를 낳게 하다.",,"「1」무엇을 옮겨다가 가지게 하다.
「2」어떤 상태나 결과를 낳게 하다.",,,multi_gloss|native_manual_review|needs_manual_review,source:level1 grade:1 type:native risk:multi_gloss risk:native_manual_review risk:needs_manual_review
1등급,가져오다,동사,고유어,,"「1」무엇을 한 지점에서 다른 지점으로 옮겨 오다.
「2」어떤 결과나 상태를 생기게 하다.",,"「1」무엇을 한 지점에서 다른 지점으로 옮겨 오다.
「2」어떤 결과나 상태를 생기게 하다.",,,multi_gloss|native_manual_review|needs_manual_review,source:level1 grade:1 type:native risk:multi_gloss risk:native_manual_review risk:needs_manual_review
1등급,가죽,명사,고유어,,"「1」동물의 몸을 감싸고 있는 질긴 껍질.
「2」동물의 몸에서 벗겨 낸 껍질을 가공해서 만든 물건.
「3」사람의 피부를 낮잡아 이르는 말.",,"「1」동물의 몸을 감싸고 있는 질긴 껍질.
「2」동물의 몸에서 벗겨 낸 껍질을 가공해서 만든 물건.
「3」사람의 피부를 낮잡아 이르는 말.",,,multi_gloss|native_manual_review|needs_manual_review,source:level1 grade:1 type:native risk:multi_gloss risk:native_manual_review risk:needs_manual_review
1등급,가지,의존명사,고유어,,"「1」사물을 그 성질이나 특징에 따라 종류별로 낱낱이 헤아리는 말.
「2」제기차기에서, 제기를 차기 시작해서 땅에 떨어뜨리기까지의 동안을 세는 단위.",,"「1」사물을 그 성질이나 특징에 따라 종류별로 낱낱이 헤아리는 말.
「2」제기차기에서, 제기를 차기 시작해서 땅에 떨어뜨리기까지의 동안을 세는 단위.",,,multi_gloss|native_manual_review|needs_manual_review,source:level1 grade:1 type:native risk:multi_gloss risk:native_manual_review risk:needs_manual_review
1등급,가지다,동사,고유어,,"[Ⅰ][1]「1」손이나 몸 따위에 있게 하다.
[Ⅰ][1]「2」자기 것으로 하다.
[Ⅰ][1]「3」직업, 자격증 따위를 소유하다.
[Ⅰ][1]「4」모임을 치르다.
[Ⅰ][1]「5」아이나 새끼, 알을 배 속에 지니다.
[Ⅰ][1]「6」거느리거나 모시거나 두다.
[Ⅰ][1]「7」앞에 오는 말이 수단이나 방법이 됨을 강조하여 나타낸다.
[Ⅰ][1]「8」앞에 오는 말이 대상이 됨을 강조하여 나타낸다.
[Ⅰ][2]생각, 태도, 사상 따위를 마음에 품다.
[Ⅰ][3]관계를 맺다.
[Ⅱ]앞말이 뜻하는 행동의 결과나 상태가 그대로 유지되거나, 또는 그럼으로써 뒷말의 행동이나 상태가 유발되거나 가능하게 됨을 나타내는 말.",,"[Ⅰ][1]「1」손이나 몸 따위에 있게 하다.
[Ⅰ][1]「2」자기 것으로 하다.
[Ⅰ][1]「3」직업, 자격증 따위를 소유하다.
[Ⅰ][1]「4」모임을 치르다.
[Ⅰ][1]「5」아이나 새끼, 알을 배 속에 지니다.
[Ⅰ][1]「6」거느리거나 모시거나 두다.
[Ⅰ][1]「7」앞에 오는 말이 수단이나 방법이 됨을 강조하여 나타낸다.
[Ⅰ][1]「8」앞에 오는 말이 대상이 됨을 강조하여 나타낸다.
[Ⅰ][2]생각, 태도, 사상 따위를 마음에 품다.
[Ⅰ][3]관계를 맺다.
[Ⅱ]앞말이 뜻하는 행동의 결과나 상태가 그대로 유지되거나, 또는 그럼으로써 뒷말의 행동이나 상태가 유발되거나 가능하게 됨을 나타내는 말.",,,multi_gloss|native_manual_review|multi_pos|needs_manual_review,source:level1 grade:1 type:native risk:multi_gloss risk:native_manual_review risk:multi_pos risk:needs_manual_review
1등급,간,명사,고유어,,"「1」음식물에 짠맛을 내는 물질. 소금, 간장, 된장 따위를 통틀어 이른다.
「2」음식물의 짠 정도.",,"「1」음식물에 짠맛을 내는 물질. 소금, 간장, 된장 따위를 통틀어 이른다.
「2」음식물의 짠 정도.",,,multi_gloss|native_manual_review|needs_manual_review,source:level1 grade:1 type:native risk:multi_gloss risk:native_manual_review risk:needs_manual_review
1등급,간지럽다,형용사,고유어,,"「1」무엇이 살에 닿아 가볍게 스칠 때처럼 견디기 어렵게 자리자리한 느낌이 있다.
「2」어떤 일을 하고 싶어 참고 견디기 어렵다.
「3」몹시 어색하거나 거북하거나 더럽고 치사하여 마음에 자리자리한 느낌이 있다.",,"「1」무엇이 살에 닿아 가볍게 스칠 때처럼 견디기 어렵게 자리자리한 느낌이 있다.
「2」어떤 일을 하고 싶어 참고 견디기 어렵다.
「3」몹시 어색하거나 거북하거나 더럽고 치사하여 마음에 자리자리한 느낌이 있다.",,,multi_gloss|native_manual_review|needs_manual_review,source:level1 grade:1 type:native risk:multi_gloss risk:native_manual_review risk:needs_manual_review
1등급,갇히다,동사,고유어,,"「1」사람이나 동물이 벽으로 둘러싸이거나 울타리가 있는 일정한 장소에 넣어져 밖으로 나오지 못하게 되다. ‘가두다「1」’의 피동사.
「2」어떤 공간이나 상황에 있게 되다.",,"「1」사람이나 동물이 벽으로 둘러싸이거나 울타리가 있는 일정한 장소에 넣어져 밖으로 나오지 못하게 되다. ‘가두다「1」’의 피동사.
「2」어떤 공간이나 상황에 있게 되다.",,,multi_gloss|native_manual_review|needs_manual_review,source:level1 grade:1 type:native risk:multi_gloss risk:native_manual_review risk:needs_manual_review
1등급,갈다,동사,고유어,,"「1」이미 있는 사물을 다른 것으로 바꾸다.
「2」어떤 직책에 있는 사람을 다른 사람으로 바꾸다.",,"「1」이미 있는 사물을 다른 것으로 바꾸다.
「2」어떤 직책에 있는 사람을 다른 사람으로 바꾸다.",,,multi_gloss|native_manual_review|needs_manual_review,source:level1 grade:1 type:native risk:multi_gloss risk:native_manual_review risk:needs_manual_review
1등급,갈다,동사,고유어,,"「1」날카롭게 날을 세우거나 표면을 매끄럽게 하기 위하여 다른 물건에 대고 문지르다.
「2」잘게 부수기 위하여 단단한 물건에 대고 문지르거나 단단한 물건 사이에 넣어 으깨다.
「3」먹을 풀기 위하여 벼루에 대고 문지르다.
「4」윗니와 아랫니를 맞대고 문질러 소리를 내다.",,"「1」날카롭게 날을 세우거나 표면을 매끄럽게 하기 위하여 다른 물건에 대고 문지르다.
「2」잘게 부수기 위하여 단단한 물건에 대고 문지르거나 단단한 물건 사이에 넣어 으깨다.
「3」먹을 풀기 위하여 벼루에 대고 문지르다.
「4」윗니와 아랫니를 맞대고 문질러 소리를 내다.",,,multi_gloss|native_manual_review|needs_manual_review,source:level1 grade:1 type:native risk:multi_gloss risk:native_manual_review risk:needs_manual_review
1등급,갈라지다,동사,고유어,,"[1]「1」쪼개지거나 금이 가다.
[1]「2」몹시 거칠게 되거나 날카롭게 되다.
[2]둘 이상으로 나누어지다.
[3]헤어지거나 긴밀한 관계가 끊어지다.",,"[1]「1」쪼개지거나 금이 가다.
[1]「2」몹시 거칠게 되거나 날카롭게 되다.
[2]둘 이상으로 나누어지다.
[3]헤어지거나 긴밀한 관계가 끊어지다.",,,multi_gloss|native_manual_review|needs_manual_review,source:level1 grade:1 type:native risk:multi_gloss risk:native_manual_review risk:needs_manual_review
1등급,갈매기,명사,고유어,,"「1」갈매깃과의 새를 통틀어 이르는 말. 괭이갈매기, 붉은부리갈매기, 재갈매기, 제비갈매기 따위가 있다.
「2」갈매깃과의 새. 몸의 길이는 45cm, 편 날개의 길이는 115cm 정도이다. 머리와 몸은 대체로 흰색, 등과 날개는 회색, 부리와 다리는 노란색이다. 물갈퀴가 있어 헤엄을 잘 치고 물고기를 잡아먹는다. 해안, 항구에 사는데 북반구에 분포한다.
「3」사병 또는 부사관의 계급장에서, ‘V’ 자 모양의 표지를 속되게 이르는 말.",,"「1」갈매깃과의 새를 통틀어 이르는 말. 괭이갈매기, 붉은부리갈매기, 재갈매기, 제비갈매기 따위가 있다.
「2」갈매깃과의 새. 몸의 길이는 45cm, 편 날개의 길이는 115cm 정도이다. 머리와 몸은 대체로 흰색, 등과 날개는 회색, 부리와 다리는 노란색이다. 물갈퀴가 있어 헤엄을 잘 치고 물고기를 잡아먹는다. 해안, 항구에 사는데 북반구에 분포한다.
「3」사병 또는 부사관의 계급장에서, ‘V’ 자 모양의 표지를 속되게 이르는 말.",,,multi_gloss|native_manual_review|needs_manual_review,source:level1 grade:1 type:native risk:multi_gloss risk:native_manual_review risk:needs_manual_review
1등급,갈비,명사,고유어,,"「1」소나 돼지, 닭 따위의 가슴통을 이루는 좌우 열두 개의 굽은 뼈와 살을 식용으로 이르는 말.
「2」몸이 야위어 뼈만 남은 것같이 마른 사람을 놀림조로 이르는 말.",,"「1」소나 돼지, 닭 따위의 가슴통을 이루는 좌우 열두 개의 굽은 뼈와 살을 식용으로 이르는 말.
「2」몸이 야위어 뼈만 남은 것같이 마른 사람을 놀림조로 이르는 말.",,,multi_gloss|native_manual_review|needs_manual_review,source:level1 grade:1 type:native risk:multi_gloss risk:native_manual_review risk:needs_manual_review
1등급,갈수록,부사,고유어,,시간이 흐르거나 일이 진행됨에 따라 더욱더.,,시간이 흐르거나 일이 진행됨에 따라 더욱더.,,,native_manual_review|needs_manual_review,source:level1 grade:1 type:native risk:native_manual_review risk:needs_manual_review
1등급,갈아입다,동사,고유어,,입고 있던 옷을 벗고 다른 옷으로 바꾸어 입다.,,입고 있던 옷을 벗고 다른 옷으로 바꾸어 입다.,,,native_manual_review|needs_manual_review,source:level1 grade:1 type:native risk:native_manual_review risk:needs_manual_review
1등급,갈아입히다,동사,고유어,,입고 있던 옷을 벗기고 다른 옷으로 바꾸어 입히다. ‘갈아입다’의 사동사.,,입고 있던 옷을 벗기고 다른 옷으로 바꾸어 입히다. ‘갈아입다’의 사동사.,,,native_manual_review|needs_manual_review,source:level1 grade:1 type:native risk:native_manual_review risk:needs_manual_review
1등급,감,명사,고유어,,감나무의 열매. 모양은 둥글거나 둥글넓적하고 빛이 붉다. 익기 전에는 떫은맛이 나지만 익으면 단맛이 나며 그대로 먹기도 하고 껍질을 벗겨 곶감을 만들기도 한다.,,감나무의 열매. 모양은 둥글거나 둥글넓적하고 빛이 붉다. 익기 전에는 떫은맛이 나지만 익으면 단맛이 나며 그대로 먹기도 하고 껍질을 벗겨 곶감을 만들기도 한다.,,,native_manual_review|needs_manual_review,source:level1 grade:1 type:native risk:native_manual_review risk:needs_manual_review
1등급,감기다,동사,고유어,,눈꺼풀이 내려와 눈동자가 덮이다. ‘감다01’의 피동사.,,눈꺼풀이 내려와 눈동자가 덮이다. ‘감다01’의 피동사.,,,native_manual_review|needs_manual_review,source:level1 grade:1 type:native risk:native_manual_review risk:needs_manual_review
1등급,감기다,동사,고유어,,다른 사람의 머리를 물로 씻기다. ‘감다02’의 사동사.,,다른 사람의 머리를 물로 씻기다. ‘감다02’의 사동사.,,,native_manual_review|needs_manual_review,source:level1 grade:1 type:native risk:native_manual_review risk:needs_manual_review
1등급,감다,동사,고유어,,눈꺼풀을 내려 눈동자를 덮다.,,눈꺼풀을 내려 눈동자를 덮다.,,,native_manual_review|needs_manual_review,source:level1 grade:1 type:native risk:native_manual_review risk:needs_manual_review
1등급,감다,동사,고유어,,머리나 몸을 물로 씻다.,,머리나 몸을 물로 씻다.,,,native_manual_review|needs_manual_review,source:level1 grade:1 type:native risk:native_manual_review risk:needs_manual_review
1등급,감다,동사,고유어,,"[1]「1」어떤 물체를 다른 물체에 말거나 빙 두르다.
[1]「2」(낮잡는 뜻으로) 옷을 입다.
[2]「1」시계태엽이나 테이프 따위를 작동하도록 돌리다.
[2]「2」뱀 따위가 자기 스스로를 또는 다른 물체를 빙빙 두르다.
[2]「3」씨름을 하거나 겨룰 때에 다리를 상대편의 다리에 걸다.",,"[1]「1」어떤 물체를 다른 물체에 말거나 빙 두르다.
[1]「2」(낮잡는 뜻으로) 옷을 입다.
[2]「1」시계태엽이나 테이프 따위를 작동하도록 돌리다.
[2]「2」뱀 따위가 자기 스스로를 또는 다른 물체를 빙빙 두르다.
[2]「3」씨름을 하거나 겨룰 때에 다리를 상대편의 다리에 걸다.",,,multi_gloss|native_manual_review|needs_manual_review,source:level1 grade:1 type:native risk:multi_gloss risk:native_manual_review risk:needs_manual_review
1등급,감싸다,동사,고유어,,"「1」전체를 둘러서 싸다.
「2」흉이나 허물을 덮어 주다.
「3」편을 들어서 두둔하다.",,"「1」전체를 둘러서 싸다.
「2」흉이나 허물을 덮어 주다.
「3」편을 들어서 두둔하다.",,,multi_gloss|native_manual_review|needs_manual_review,source:level1 grade:1 type:native risk:multi_gloss risk:native_manual_review risk:needs_manual_review
